name,manufacturer,model,year,km_driven,fuel,transmission,owner,mileage_int,cmp,selling_price
Hyundai i10,Hyundai,i10,2014,30000,Petrol,Manual,Second Owner,20,707000,300000
Honda City,Honda,City,2015,100000,Diesel,Manual,First Owner,26,113800,500000
Maruti Beno,Maruti,Beno,2016,25339,Petrol,Manual,First Owner,21,949000,562000
Hyundai EON,Hyundai,EON,2014,10000,Petrol,Manual,First Owner,21,450000,250000
Tata Zest,Tata,Zest,2017,35000,Diesel,Manual,First Owner,21,877000,484999
Hyundai i10,Hyundai,i10,2013,35000,Petrol,Manual,Second Owner,20,707000,280000
Maruti Ertiga,Maruti,Ertiga,2015,68000,Diesel,Manual,Second Owner,21,969000,571000
Maruti Swift,Maruti,Swift,2013,40000,Petrol,Manual,First Owner,19,591000,400000
Tata Indigo,Tata,Indigo,2015,120000,Diesel,Manual,Second Owner,19,566000,295000
Ford Figo,Ford,Figo,2011,25000,Petrol,Manual,First Owner,16,690000,250000
Mahindra Bolero,Mahindra,Bolero,2015,40000,Diesel,Manual,Second Owner,16,920000,610000
Tata Indica Vista,Tata,Indica Vista,2012,60000,Diesel,Manual,First Owner,22,611000,175000
Ford Figo,Ford,Figo,2011,70000,Diesel,Manual,Second Owner,20,690000,204999
Mahindra XUV 500,Mahindra,XUV 500,2013,80000,Diesel,Manual,Second Owner,15,149500,750000
Hyundai i20 Active,Hyundai,i20 Active,2016,42323,Diesel,Manual,First Owner,21,713000,651000
BMW X1,BMW,X1,2011,42545,Diesel,Automatic,First Owner,20,496100,1075000
Maruti S-Cross,Maruti,S-Cross,2016,32000,Diesel,Manual,First Owner,25,880000,690000
Maruti Swift Dzire,Maruti,Swift Dzire,2017,41232,Diesel,Manual,First Owner,27,690000,589000
Mahindra Bolero,Mahindra,Bolero,2015,40200,Diesel,Manual,First Owner,21,920000,445000
Ford EcoSport,Ford,EcoSport,2013,48000,Diesel,Manual,Second Owner,22,961000,475000
Honda Amaze,Honda,Amaze,2014,27233,Diesel,Manual,First Owner,27,634000,465000
Tata Manza,Tata,Manza,2011,35000,Petrol,Manual,First Owner,15,768000,225000
Tata Sumo,Tata,Sumo,2016,63000,Diesel,Manual,First Owner,15,597000,445000
Mahindra Bolero,Mahindra,Bolero,2015,62000,Diesel,Manual,First Owner,21,920000,445000
Tata New Safari DICOR,Tata,New Safari DICOR,2012,68240,Diesel,Manual,First Owner,14,993000,450000
Maruti Wagon R,Maruti,Wagon R,2010,35000,Petrol,Manual,First Owner,19,690000,200000
Maruti Swift Dzire,Maruti,Swift Dzire,2018,9000,Petrol,Manual,First Owner,19,690000,611000
Hyundai Creta,Hyundai,Creta,2016,39000,Diesel,Manual,First Owner,20,102800,819999
Hyundai Creta,Hyundai,Creta,2016,39000,Diesel,Manual,First Owner,21,102800,825000
Ford Ecosport,Ford,Ecosport,2015,92651,Diesel,Manual,First Owner,22,961000,599000
Maruti Swift,Maruti,Swift,2018,28000,Petrol,Manual,First Owner,16,591000,490000
Tata Zest,Tata,Zest,2020,40000,Petrol,Manual,First Owner,18,877000,500000
Tata Zest,Tata,Zest,2020,40000,Petrol,Manual,First Owner,18,877000,500000
Mahindra XUV 500,Mahindra,XUV 500,2017,88754,Diesel,Manual,First Owner,16,149500,1100000
Ford Aspire,Ford,Aspire,2019,7000,Petrol,Manual,First Owner,19,728000,675000
Mahindra XUV 500,Mahindra,XUV 500,2018,40000,Diesel,Manual,First Owner,16,149500,1350000
Hyundai Grand i10,Hyundai,Grand i10,2018,20000,Petrol,Manual,First Owner,19,707000,570000
Hyundai Grand i10,Hyundai,Grand i10,2017,50000,Diesel,Manual,First Owner,24,707000,455000
Hyundai EON,Hyundai,EON,2013,45000,Petrol,Manual,Second Owner,21,450000,165000
Honda City,Honda,City,2016,22000,Petrol,Manual,First Owner,18,113800,925000
Tata Indigo,Tata,Indigo,2014,100000,Diesel,Manual,Second Owner,25,566000,215000
Maruti Swift,Maruti,Swift,2016,23700,Petrol,Manual,First Owner,20,591000,470000
Maruti Swift,Maruti,Swift,2016,23700,Petrol,Manual,First Owner,20,591000,470000
Maruti Ciaz,Maruti,Ciaz,2017,60000,Diesel,Manual,First Owner,28,887000,650000
Ford Fiesta,Ford,Fiesta,2009,100000,Diesel,Manual,Second Owner,18,103200,190000
Hyundai i20 Active,Hyundai,i20 Active,2017,60000,Diesel,Manual,First Owner,21,713000,715000
Tata Indigo,Tata,Indigo,2013,60000,Diesel,Manual,Second Owner,25,566000,227999
Chevrolet Beat,Chevrolet,Beat,2015,40000,Diesel,Manual,First Owner,25,396000,200000
Maruti Wagon R,Maruti,Wagon R,2017,110000,CNG,Manual,First Owner,27,690000,400000
Maruti Ertiga,Maruti,Ertiga,2016,110000,Diesel,Manual,First Owner,25,969000,725000
Ford Figo,Ford,Figo,2014,80000,Diesel,Manual,First Owner,20,690000,300000
Toyota Innova,Toyota,Innova,2016,69500,Diesel,Manual,Second Owner,13,186300,1151000
Datsun GO,Datsun,GO,2014,33000,Petrol,Manual,First Owner,21,412000,225000
Hyundai i10,Hyundai,i10,2016,80000,Petrol,Manual,First Owner,20,707000,380000
Hyundai Elite i20,Hyundai,Elite i20,2019,5000,Petrol,Manual,First Owner,19,658000,630000
Hyundai i10,Hyundai,i10,2014,25000,Petrol,Manual,First Owner,20,707000,351000
Tata Hexa,Tata,Hexa,2017,50000,Diesel,Manual,First Owner,18,136900,850000
Tata Indica Vista,Tata,Indica Vista,2010,120000,Diesel,Manual,Second Owner,18,611000,105000
Tata Manza,Tata,Manza,2010,120000,Diesel,Manual,Third Owner,19,768000,300000
Toyota Innova,Toyota,Innova,2016,80000,Diesel,Manual,First Owner,13,186300,950000
Mahindra TUV 300,Mahindra,TUV 300,2015,110000,Diesel,Manual,Second Owner,18,859000,430000
Ford Endeavour,Ford,Endeavour,2016,80000,Diesel,Automatic,First Owner,11,292000,2100000
Hyundai Grand i10,Hyundai,Grand i10,2018,30000,Diesel,Manual,First Owner,24,707000,540000
Hyundai Santro Xing,Hyundai,Santro Xing,2012,60000,CNG,Manual,Second Owner,18,447000,175000
Hyundai Creta,Hyundai,Creta,2018,44000,Diesel,Automatic,First Owner,17,102800,1150000
Maruti Alto 800,Maruti,Alto 800,2020,5000,Petrol,Manual,First Owner,22,503000,350000
Hyundai Elite i20,Hyundai,Elite i20,2019,18000,Petrol,Manual,First Owner,19,658000,690000
Hyundai i20 Asta,Hyundai,i20 Asta,2015,80000,Diesel,Manual,First Owner,23,875000,535000
Maruti Vitara Brezza,Maruti,Vitara Brezza,2016,100000,Diesel,Manual,First Owner,24,784000,730000
Hyundai EON,Hyundai,EON,2016,19000,Petrol,Manual,First Owner,21,450000,280000
Maruti Swift,Maruti,Swift,2019,33000,Petrol,Automatic,First Owner,21,591000,650000
Toyota Innova,Toyota,Innova,2012,162000,Diesel,Manual,Fourth & Above Owner,13,186300,520000
Hyundai Xcent,Hyundai,Xcent,2020,65000,Petrol,Manual,Second Owner,20,685000,360000
Maruti Swift Dzire,Maruti,Swift Dzire,2011,170000,Diesel,Manual,First Owner,19,690000,250000
Volkswagen Ameo,Volkswagen,Ameo,2017,40000,Diesel,Manual,First Owner,22,567000,575000
Tata Indigo,Tata,Indigo,2012,120000,Diesel,Manual,Third Owner,19,566000,170000
Maruti Vitara Brezza,Maruti,Vitara Brezza,2017,53000,Diesel,Manual,First Owner,24,784000,711000
Maruti Wagon R,Maruti,Wagon R,2013,90000,Petrol,Manual,First Owner,19,690000,250000
Maruti Swift Dzire,Maruti,Swift Dzire,2017,35000,Diesel,Manual,First Owner,27,690000,675000
Maruti Wagon R,Maruti,Wagon R,2016,50000,Petrol,Manual,First Owner,21,690000,325000
Maruti Alto 800,Maruti,Alto 800,2016,20000,Petrol,Manual,First Owner,23,503000,250000
Maruti Swift,Maruti,Swift,2019,38000,Diesel,Automatic,First Owner,28,591000,740000
Honda Amaze,Honda,Amaze,2019,1303,Petrol,Manual,First Owner,18,634000,690000
Audi Q5,Audi,Q5,2018,31800,Diesel,Automatic,First Owner,17,713400,3975000
Jaguar XF,Jaguar,XF,2017,45000,Diesel,Automatic,First Owner,19,716000,3200000
BMW 5 Series,BMW,5 Series,2018,29500,Diesel,Automatic,First Owner,22,645000,3790000
Maruti Ciaz,Maruti,Ciaz,2017,28050,Diesel,Manual,First Owner,28,887000,800000
Tata Hexa,Tata,Hexa,2017,58000,Diesel,Automatic,First Owner,18,136900,1295000
Renault Duster,Renault,Duster,2014,69000,Diesel,Manual,First Owner,20,101900,425000
Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,2016,70000,Diesel,Automatic,First Owner,12,481000,4090000
Hyundai Creta,Hyundai,Creta,2015,40000,Diesel,Automatic,First Owner,18,102800,910000
Toyota Corolla Altis,Toyota,Corolla Altis,2013,39000,Petrol,Automatic,First Owner,14,203600,625000
Volvo XC40 D4,Volvo,XC40 D4,2018,22000,Diesel,Automatic,First Owner,18,429000,3400000
Maruti Ciaz,Maruti,Ciaz,2015,40000,Diesel,Manual,First Owner,26,887000,535000
Mahindra Bolero,Mahindra,Bolero,2011,142000,Diesel,Manual,First Owner,16,920000,325000
Maruti Swift,Maruti,Swift,2016,22947,Petrol,Manual,First Owner,20,591000,500000
Hyundai i10,Hyundai,i10,2013,30000,Petrol,Manual,Second Owner,20,707000,300000
Hyundai EON,Hyundai,EON,2016,7672,Petrol,Manual,First Owner,21,450000,270000
Maruti Alto 800,Maruti,Alto 800,2010,36659,Petrol,Manual,First Owner,20,503000,160000
Maruti Omni,Maruti,Omni,2016,60000,Petrol,Manual,First Owner,17,261000,210000
Mahindra XUV 500,Mahindra,XUV 500,2014,120000,Diesel,Manual,First Owner,15,149500,850000
Mahindra XUV 500,Mahindra,XUV 500,2014,120000,Diesel,Manual,First Owner,15,149500,880000
Maruti Zen Estilo,Maruti,Zen Estilo,2010,39000,Petrol,Manual,First Owner,17,481000,150000
Mahindra TUV 300,Mahindra,TUV 300,2015,45000,Diesel,Automatic,First Owner,18,859000,775000
Maruti Alto 800,Maruti,Alto 800,2009,70000,Petrol,Manual,Third Owner,20,503000,160000
Ford Figo,Ford,Figo,2012,100000,Diesel,Manual,Second Owner,20,690000,220000
Hyundai i20,Hyundai,i20,2017,48000,Diesel,Manual,First Owner,23,698000,670000
Hyundai i20,Hyundai,i20,2018,35000,Diesel,Manual,First Owner,23,698000,780000
Maruti Beno,Maruti,Beno,2017,23000,Petrol,Manual,First Owner,21,949000,515000
Hyundai i20,Hyundai,i20,2017,14000,Diesel,Manual,First Owner,23,698000,800000
Hyundai i20,Hyundai,i20,2017,14000,Diesel,Manual,First Owner,23,698000,800000
Mahindra XUV 500,Mahindra,XUV 500,2014,60000,Diesel,Manual,First Owner,15,149500,850000
Hyundai EON,Hyundai,EON,2013,60000,Petrol,Manual,Second Owner,21,450000,200000
Hyundai Verna,Hyundai,Verna,2016,80000,Petrol,Automatic,Second Owner,17,932000,800000
Maruti Alto 800,Maruti,Alto 800,2013,35000,Petrol,Manual,First Owner,21,503000,250000
Maruti S-Cross,Maruti,S-Cross,2017,44500,Diesel,Manual,First Owner,25,880000,800000
Maruti Ciaz,Maruti,Ciaz,2015,60000,Diesel,Manual,Third Owner,26,887000,600000
Honda Amaze,Honda,Amaze,2016,80000,Diesel,Manual,Second Owner,26,634000,500000
Maruti Swift,Maruti,Swift,2014,68000,Diesel,Manual,First Owner,23,591000,650000
Honda Brio,Honda,Brio,2016,60000,Diesel,Manual,First Owner,22,566000,950000
Chevrolet Tavera,Chevrolet,Tavera,2015,110000,Diesel,Manual,Second Owner,14,118300,580000
Hyundai Grand i10,Hyundai,Grand i10,2019,10000,Petrol,Manual,First Owner,19,707000,640000
Mahindra Scorpio,Mahindra,Scorpio,2014,80000,Diesel,Automatic,First Owner,12,133000,800000
Maruti A-Star,Maruti,A-Star,2011,30000,Petrol,Manual,First Owner,19,488000,347000
Mahindra XUV 500,Mahindra,XUV 500,2014,120000,Diesel,Manual,Third Owner,15,149500,1000000
Hyundai EON,Hyundai,EON,2016,35000,Petrol,Manual,First Owner,21,450000,300000
Tata Tigor,Tata,Tigor,2017,40000,Petrol,Manual,First Owner,20,582000,493000
Hyundai Grand i10,Hyundai,Grand i10,2014,60000,Petrol,Manual,First Owner,19,707000,370000
Datsun RediGO,Datsun,RediGO,2017,20000,Petrol,Manual,First Owner,23,383000,300000
Renault KWID,Renault,KWID,2017,40000,Petrol,Automatic,First Owner,24,449000,450000
Ford Figo,Ford,Figo,2010,124316,Diesel,Manual,Second Owner,20,690000,185000
Mahindra XUV 300,Mahindra,XUV 300,2019,6544,Diesel,Manual,First Owner,20,841000,1225000
Toyota Innova,Toyota,Innova,2015,50000,Diesel,Manual,First Owner,13,186300,1000000
Hyundai i20 Magna,Hyundai,i20 Magna,2016,10000,Petrol,Manual,First Owner,19,698000,600000
Mahindra XUV 500,Mahindra,XUV 500,2018,50000,Diesel,Manual,First Owner,15,149500,1100000
Hyundai Grand i10,Hyundai,Grand i10,2015,30000,Petrol,Manual,Second Owner,19,707000,360000
Maruti Swift Dzire,Maruti,Swift Dzire,2012,69000,Petrol,Manual,First Owner,18,690000,285000
Mahindra KUV 100,Mahindra,KUV 100,2016,49600,Diesel,Manual,Second Owner,25,615000,350000
Chevrolet Enjoy,Chevrolet,Enjoy,2016,198000,Diesel,Manual,First Owner,18,766000,500000
Hyundai i20 Asta,Hyundai,i20 Asta,2010,80000,Petrol,Manual,First Owner,17,875000,350000
Maruti Beno,Maruti,Beno,2019,19000,Petrol,Automatic,First Owner,21,949000,685000
Maruti Eeco,Maruti,Eeco,2020,5000,CNG,Manual,First Owner,22,535000,399000
Hyundai Grand i10,Hyundai,Grand i10,2017,10000,Petrol,Manual,First Owner,19,707000,525000
Maruti Ertiga,Maruti,Ertiga,2017,40000,Petrol,Manual,First Owner,18,969000,765000
Maruti Swift,Maruti,Swift,2012,97000,Diesel,Manual,Third Owner,23,591000,450000
Nissan Micra,Nissan,Micra,2014,30000,Petrol,Manual,First Owner,20,778000,390000
Maruti Ertiga,Maruti,Ertiga,2017,120000,Diesel,Manual,First Owner,25,969000,940000
Renault Duster,Renault,Duster,2013,120000,Diesel,Manual,Second Owner,19,101900,650000
Ford Figo,Ford,Figo,2012,103994,Diesel,Manual,Fourth & Above Owner,20,690000,320000
Ford Figo,Ford,Figo,2017,70000,Diesel,Manual,First Owner,26,690000,670000
Maruti SX4,Maruti,SX4,2011,115000,Diesel,Manual,Fourth & Above Owner,22,867000,350000
Tata Indica Vista,Tata,Indica Vista,2012,178000,Diesel,Manual,Second Owner,22,611000,285000
Maruti Zen Estilo,Maruti,Zen Estilo,2011,40000,Petrol,Manual,Third Owner,19,481000,300000
Ford Figo,Ford,Figo,2011,80000,Diesel,Manual,First Owner,20,690000,300000
Audi Q7,Audi,Q7,2009,98000,Diesel,Automatic,Fourth & Above Owner,12,982800,810000
Tata Indica,Tata,Indica,2009,118000,Diesel,Manual,Second Owner,17,469000,90000
Tata Indica,Tata,Indica,2009,120000,Diesel,Manual,Second Owner,18,469000,90000
Mahindra Scorpio,Mahindra,Scorpio,2013,120000,Diesel,Manual,Second Owner,14,133000,459999
Toyota Innova,Toyota,Innova,2009,217000,Diesel,Manual,Fourth & Above Owner,13,186300,525000
Maruti Wagon R,Maruti,Wagon R,2011,65000,Petrol,Manual,Second Owner,19,690000,250000
Hyundai i10,Hyundai,i10,2012,41000,Petrol,Manual,Second Owner,20,707000,300000
Maruti Alto 800,Maruti,Alto 800,2011,70000,Petrol,Manual,Third Owner,21,503000,199000
Renault Duster,Renault,Duster,2012,90000,Diesel,Manual,Second Owner,20,101900,545000
Maruti Ertiga,Maruti,Ertiga,2014,80000,Diesel,Manual,Second Owner,21,969000,570000
Maruti Alto 800,Maruti,Alto 800,2009,100000,Petrol,Manual,First Owner,20,503000,114999
Tata Tigor,Tata,Tigor,2018,35000,Petrol,Manual,First Owner,20,582000,450000
Renault Triber,Renault,Triber,2019,5000,Petrol,Manual,First Owner,20,576000,600000
Maruti Vitara Brezza,Maruti,Vitara Brezza,2016,110000,Diesel,Manual,First Owner,24,784000,610000
Hyundai i20,Hyundai,i20,2017,20000,Petrol,Manual,First Owner,19,698000,690000
Tata Nexon Revotron,Tata,Nexon Revotron,2018,15000,Petrol,Manual,First Owner,17,1061323,790000
Maruti Alto 800,Maruti,Alto 800,2014,40000,Petrol,Manual,Second Owner,21,503000,254999
Honda Jazz,Honda,Jazz,2016,41000,Petrol,Manual,First Owner,19,796000,500000
Mahindra Bolero,Mahindra,Bolero,2011,100000,Diesel,Manual,Second Owner,14,920000,340000
Ford Fiesta,Ford,Fiesta,2012,120000,Diesel,Manual,Third Owner,18,103200,340000
Datsun RediGO,Datsun,RediGO,2017,31100,Petrol,Manual,First Owner,23,383000,270000
Hyundai Xcent,Hyundai,Xcent,2014,42312,Diesel,Manual,First Owner,24,685000,455000
Toyota Etios,Toyota,Etios,2011,72000,Petrol,Manual,First Owner,18,869000,300000
Toyota Etios,Toyota,Etios,2014,54891,Diesel,Manual,First Owner,24,869000,480000
Hyundai Verna,Hyundai,Verna,2018,30000,Diesel,Automatic,First Owner,22,932000,1000000
BMW 3,BMW,3,2017,44000,Diesel,Automatic,First Owner,23,559900,2600000
Toyota Innova Crysta,Toyota,Innova Crysta,2017,18890,Diesel,Automatic,First Owner,11,178600,1850000
Hyundai Grand i10,Hyundai,Grand i10,2019,4337,Petrol,Automatic,First Owner,19,707000,625000
Volkswagen Polo,Volkswagen,Polo,2018,14495,Petrol,Manual,First Owner,19,645000,560000
Mahindra XUV 500,Mahindra,XUV 500,2018,24000,Diesel,Manual,First Owner,15,149500,1475000
Toyota Corolla Altis,Toyota,Corolla Altis,2010,83585,Diesel,Manual,First Owner,21,203600,425000
Volkswagen Polo,Volkswagen,Polo,2014,31000,Petrol,Automatic,Second Owner,17,645000,550000
Toyota Innova Crysta,Toyota,Innova Crysta,2016,100000,Diesel,Manual,First Owner,14,178600,1475000
Renault Duster,Renault,Duster,2017,48406,Diesel,Manual,First Owner,20,101900,750000
Hyundai i20 Asta,Hyundai,i20 Asta,2016,56239,Diesel,Manual,First Owner,23,875000,570000
Maruti Beno,Maruti,Beno,2015,33243,Petrol,Manual,First Owner,21,949000,585000
Honda Jazz,Honda,Jazz,2016,26000,Petrol,Automatic,First Owner,19,796000,600000
Hyundai i20 Active,Hyundai,i20 Active,2016,120000,Petrol,Manual,Second Owner,17,713000,530000
Hyundai i20 Asta,Hyundai,i20 Asta,2016,38000,Petrol,Manual,First Owner,19,875000,540000
Hyundai EON,Hyundai,EON,2013,60000,Petrol,Manual,First Owner,21,450000,180000
Maruti Swift Dzire,Maruti,Swift Dzire,2014,30000,Petrol,Manual,First Owner,19,690000,450000
Chevrolet Beat,Chevrolet,Beat,2015,50000,Petrol,Manual,First Owner,19,396000,200000
Tata Tiago Revotorq,Tata,Tiago Revotorq,2017,42000,Petrol,Manual,First Owner,24,693000,425000
Chevrolet Sail,Chevrolet,Sail,2016,30000,Petrol,Manual,First Owner,18,530000,400000
Maruti Alto 800,Maruti,Alto 800,2017,15000,Petrol,Manual,First Owner,25,503000,310000
Chevrolet Tavera,Chevrolet,Tavera,2014,50000,Diesel,Manual,First Owner,14,118300,500000
Chevrolet Beat,Chevrolet,Beat,2013,60000,Diesel,Manual,Second Owner,25,396000,200000
Renault Lodgy,Renault,Lodgy,2018,35000,Diesel,Manual,First Owner,21,884000,900000
Maruti Swift,Maruti,Swift,2015,50000,Petrol,Manual,First Owner,20,591000,400000
Honda Mobilio,Honda,Mobilio,2015,110000,Diesel,Manual,First Owner,25,729000,650000
Maruti Swift,Maruti,Swift,2015,87847,Diesel,Manual,First Owner,28,591000,480000
Maruti Alto 800,Maruti,Alto 800,2009,35000,Petrol,Manual,First Owner,20,503000,140000
Maruti Swift,Maruti,Swift,2018,5000,Petrol,Manual,First Owner,22,591000,550000
Maruti Wagon R,Maruti,Wagon R,2017,29000,Petrol,Automatic,First Owner,21,690000,380000
Tata Indigo,Tata,Indigo,2016,20000,Diesel,Manual,First Owner,19,566000,440000
Maruti Swift Dzire,Maruti,Swift Dzire,2018,15000,Petrol,Manual,First Owner,21,690000,630000
Renault KWID,Renault,KWID,2017,40000,Petrol,Manual,First Owner,25,449000,250000
Maruti Alto 800,Maruti,Alto 800,2009,17000,Petrol,Manual,First Owner,20,503000,120000
Tata Manza,Tata,Manza,2012,120000,Diesel,Manual,First Owner,21,768000,287000
Maruti Beno,Maruti,Beno,2016,45000,Petrol,Manual,First Owner,21,949000,550000
Mahindra Scorpio,Mahindra,Scorpio,2016,60000,Diesel,Manual,Third Owner,15,133000,950000
Tata Harrier XZ,Tata,Harrier XZ,2019,25000,Diesel,Manual,First Owner,17,186000,1630000
Ford Fiesta,Ford,Fiesta,2015,80000,Diesel,Manual,Second Owner,25,103200,501000
Mahindra Bolero,Mahindra,Bolero,2014,70000,Diesel,Manual,First Owner,16,920000,550000
Maruti Alto 800,Maruti,Alto 800,2016,25000,Petrol,Manual,First Owner,23,503000,300000
Maruti Wagon R,Maruti,Wagon R,2015,50000,Petrol,Manual,Third Owner,21,690000,300000
Ford Figo,Ford,Figo,2015,40000,Petrol,Automatic,First Owner,17,690000,416000
Maruti Omni,Maruti,Omni,2018,30000,Petrol,Manual,First Owner,17,261000,260000
Chevrolet Sail,Chevrolet,Sail,2016,15000,Petrol,Manual,First Owner,18,530000,550000
Mahindra XUV 500,Mahindra,XUV 500,2012,100000,Diesel,Manual,Second Owner,15,149500,700000
Tata Indigo,Tata,Indigo,2011,70000,Petrol,Manual,First Owner,16,566000,181000
Mahindra Scorpio,Mahindra,Scorpio,2009,110000,Diesel,Automatic,Second Owner,12,133000,365000
Maruti Alto 800,Maruti,Alto 800,2017,10000,Petrol,Automatic,First Owner,24,503000,400000
Hyundai i10,Hyundai,i10,2010,110000,Petrol,Manual,First Owner,20,707000,210000
Hyundai Verna,Hyundai,Verna,2013,87000,Diesel,Manual,Second Owner,22,932000,500000
Jaguar XF,Jaguar,XF,2017,9000,Diesel,Automatic,First Owner,14,716000,2711000
Jaguar XF,Jaguar,XF,2017,45000,Diesel,Automatic,First Owner,19,716000,3200000
Tata Safari,Tata,Safari,2015,110000,Diesel,Manual,First Owner,14,152000,503000
Volvo XC40 D4,Volvo,XC40 D4,2019,20000,Diesel,Automatic,First Owner,18,429000,3800000
Toyota Camry Hybrid,Toyota,Camry Hybrid,2016,68089,Petrol,Automatic,First Owner,19,514800,2000000
Maruti Wagon R,Maruti,Wagon R,2013,58343,Petrol,Manual,First Owner,22,690000,225000
Maruti Beno,Maruti,Beno,2018,38817,Diesel,Manual,First Owner,27,949000,740000
Honda Jazz,Honda,Jazz,2016,56494,Petrol,Manual,First Owner,18,796000,550000
Toyota Innova,Toyota,Innova,2013,79328,Diesel,Manual,Second Owner,13,186300,750000
Maruti Swift,Maruti,Swift,2019,5621,Petrol,Automatic,First Owner,22,591000,650000
Toyota Etios,Toyota,Etios,2017,25538,Petrol,Manual,First Owner,17,869000,625000
Maruti Swift,Maruti,Swift,2018,69779,Petrol,Automatic,First Owner,22,591000,600000
Hyundai Grand i10,Hyundai,Grand i10,2017,56290,Diesel,Manual,First Owner,24,707000,450000
BMW X4 M Sport X xDrive20d,BMW,X4 M Sport X xDrive20d,2019,7500,Diesel,Automatic,First Owner,17,624000,5400000
BMW X4 M Sport X xDrive20d,BMW,X4 M Sport X xDrive20d,2019,8500,Diesel,Automatic,First Owner,17,624000,5500000
Honda Amaze,Honda,Amaze,2019,7032,Petrol,Automatic,First Owner,19,634000,779000
Skoda Rapid,Skoda,Rapid,2016,11000,Petrol,Automatic,First Owner,14,156000,645000
Volvo V40 D3,Volvo,V40 D3,2018,2000,Diesel,Automatic,First Owner,17,277000,2475000
Maruti Beno,Maruti,Beno,2017,70000,Diesel,Manual,First Owner,27,949000,735000
Tata Zest,Tata,Zest,2017,120000,Petrol,Manual,First Owner,18,877000,550000
Maruti Ertiga,Maruti,Ertiga,2013,148000,Diesel,Manual,First Owner,21,969000,509999
Hyundai i20 Asta,Hyundai,i20 Asta,2013,60000,Diesel,Manual,Second Owner,21,875000,459999
Maruti Alto 800,Maruti,Alto 800,2015,18000,Petrol,Manual,First Owner,23,503000,310000
Tata Zest,Tata,Zest,2018,80000,Diesel,Manual,First Owner,23,877000,775000
Honda Amaze,Honda,Amaze,2015,97000,Diesel,Manual,Second Owner,26,634000,430000
Hyundai i20 Sportz,Hyundai,i20 Sportz,2013,210000,Diesel,Manual,Third Owner,22,780000,360000
Volkswagen Vento,Volkswagen,Vento,2012,60000,Diesel,Manual,Third Owner,21,116600,400000
Maruti Swift Dzire,Maruti,Swift Dzire,2014,90000,Diesel,Manual,First Owner,23,690000,600000
Honda Mobilio,Honda,Mobilio,2019,35000,Petrol,Manual,First Owner,18,729000,580000
Mahindra Verito,Mahindra,Verito,2012,120000,Diesel,Manual,Second Owner,21,101500,140000
Hyundai Grand i10,Hyundai,Grand i10,2017,20000,Petrol,Manual,First Owner,19,707000,550000
Chevrolet Sail,Chevrolet,Sail,2013,110000,Petrol,Manual,Second Owner,18,530000,120000
Toyota Innova,Toyota,Innova,2013,35000,Diesel,Manual,First Owner,13,186300,400000
Honda Mobilio,Honda,Mobilio,2018,15000,Diesel,Manual,First Owner,26,729000,1035000
Maruti Ciaz,Maruti,Ciaz,2015,90000,Diesel,Manual,First Owner,26,887000,625000
Tata Manza,Tata,Manza,2013,140000,Diesel,Manual,First Owner,21,768000,316000
Maruti Vitara Brezza,Maruti,Vitara Brezza,2017,110000,Diesel,Manual,First Owner,24,784000,813000
Toyota Innova Crysta,Toyota,Innova Crysta,2016,55000,Diesel,Automatic,First Owner,11,178600,1575000
Toyota Innova,Toyota,Innova,2013,73000,Diesel,Manual,First Owner,13,186300,900000
Maruti Ertiga,Maruti,Ertiga,2015,100000,Diesel,Manual,First Owner,21,969000,650000
Ford Figo,Ford,Figo,2015,32000,Diesel,Manual,Second Owner,26,690000,459999
Nissan Sunny,Nissan,Sunny,2012,112072,Diesel,Manual,First Owner,22,829000,290000
Ford Figo,Ford,Figo,2014,30000,Diesel,Manual,First Owner,20,690000,400000
Maruti Swift,Maruti,Swift,2016,70000,Diesel,Manual,Second Owner,25,591000,565000
Chevrolet Spark,Chevrolet,Spark,2009,80000,Petrol,Manual,Second Owner,18,436000,150000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,2011,80000,Petrol,Automatic,Second Owner,11,988700,1190000
Ford EcoSport,Ford,EcoSport,2018,19000,Diesel,Manual,First Owner,23,961000,900000
Hyundai i20 Sportz,Hyundai,i20 Sportz,2015,40000,Diesel,Manual,First Owner,23,780000,600000
Mahindra Scorpio,Mahindra,Scorpio,2015,52269,Diesel,Manual,First Owner,15,133000,1100000
Maruti Omni,Maruti,Omni,2010,170000,CNG,Manual,Second Owner,11,261000,120000
Hyundai i20 Magna,Hyundai,i20 Magna,2009,60000,Petrol,Manual,Third Owner,19,698000,229999
Hyundai Verna,Hyundai,Verna,2014,106000,Diesel,Manual,First Owner,22,932000,575000
Volkswagen Vento,Volkswagen,Vento,2012,80000,Diesel,Manual,Third Owner,21,116600,280000
Hyundai i20 Active,Hyundai,i20 Active,2015,74000,Diesel,Manual,Second Owner,21,713000,580000
Maruti Ertiga,Maruti,Ertiga,2018,35000,Diesel,Manual,Second Owner,25,969000,875000
Hyundai Verna,Hyundai,Verna,2013,70000,Diesel,Manual,Third Owner,22,932000,500000
Maruti Ciaz,Maruti,Ciaz,2015,60000,Diesel,Manual,First Owner,26,887000,700000
Ford Figo,Ford,Figo,2016,50000,Petrol,Manual,Second Owner,18,690000,388000
Hyundai i10,Hyundai,i10,2011,80000,Petrol,Manual,Second Owner,20,707000,225000
